SOC_Standard,O*NET-SOC Code,Title,Description,Annual_Mean_Wage,Annual_Median_Wage,Annual_10th_Percentile,Annual_25th_Percentile,Annual_75th_Percentile,Annual_90th_Percentile,Total_Employment,Task_Count,Skills_Mean_Level,Skills_Std,Skills_Count,Abilities_Mean_Level,Abilities_Std,Abilities_Count,WorkAct_Mean_Level,WorkAct_Std,WorkAct_Count
15-2041,15-2041.00,Statisticians,"Develop or apply mathematical or statistical theory and methods to collect, organize, interpret, and summarize numerical data to provide usable information. May specialize in fields such as biostatistics, agricultural statistics, business statistics, or economic statistics. Includes mathematical and survey statisticians.",112330,103300,60390,79210,137610,170700,29800.0,44.0,2.6838571428571427,1.6836927091118365,70.0,1.9135576923076922,1.919268630053955,104.0,3.4290243902439026,1.816680332776391,82.0
15-2041,15-2041.01,Biostatisticians,Develop and apply biostatistical theory and methods to the study of life sciences.,112330,103300,60390,79210,137610,170700,29800.0,44.0,2.6838571428571427,1.6836927091118365,70.0,1.9135576923076922,1.919268630053955,104.0,3.4290243902439026,1.816680332776391,82.0
15-2051,15-2051.00,Data Scientists,"Develop and implement a set of techniques or analytics applications to transform raw data into meaningful information using data-oriented programming languages and visualization software. Apply data mining, data modeling, natural language processing, and machine learning to extract and analyze information from large structured and unstructured datasets. Visualize, interpret, and report data findings. May create dynamic data reports.",124590,112590,63650,82630,155810,194410,233440.0,54.0,2.5771428571428574,1.3922322216520528,70.0,1.7225961538461538,1.7151336641236754,104.0,3.2590243902439027,1.7285043915178628,82.0
15-2051,15-2051.01,Business Intelligence Analysts,Produce financial and market intelligence by querying data repositories and generating periodic reports. Devise methods for identifying data patterns and trends in available information sources.,124590,112590,63650,82630,155810,194410,233440.0,54.0,2.5771428571428574,1.3922322216520528,70.0,1.7225961538461538,1.7151336641236754,104.0,3.2590243902439027,1.7285043915178628,82.0
15-2051,15-2051.02,Clinical Data Managers,"Apply knowledge of health care and database management to analyze clinical data, and to identify and report trends.",124590,112590,63650,82630,155810,194410,233440.0,54.0,2.5771428571428574,1.3922322216520528,70.0,1.7225961538461538,1.7151336641236754,104.0,3.2590243902439027,1.7285043915178628,82.0
15-2099,15-2099.00,"Mathematical Science Occupations, All Other",All mathematical scientists not listed separately.,84700,71490,40330,52440,101920,154140,4660.0,19.0,2.544,1.2704079937517063,35.0,1.8323076923076924,1.752802367285941,52.0,3.4463414634146345,1.7228664430209917,41.0
15-2099,15-2099.01,Bioinformatics Technicians,"Apply principles and methods of bioinformatics to assist scientists in areas such as pharmaceuticals, medical technology, biotechnology, computational biology, proteomics, computer information science, biology and medical informatics. Apply bioinformatics tools to visualize, analyze, manipulate or interpret molecular data. May build and maintain databases for processing and analyzing genomic or other biological information.",84700,71490,40330,52440,101920,154140,4660.0,19.0,2.544,1.2704079937517063,35.0,1.8323076923076924,1.752802367285941,52.0,3.4463414634146345,1.7228664430209917,41.0
17-1011,17-1011.00,"Architects, Except Landscape and Naval","Plan and design structures, such as private residences, office buildings, theaters, factories, and other structural property.",103390,96690,60510,76110,123300,159800,111140.0,24.0,3.0534285714285714,1.3945375426940625,35.0,2.2642307692307693,1.8335590016053538,52.0,3.9726829268292683,1.2085942751607008,41.0
17-1012,17-1012.00,Landscape Architects,"Plan and design land areas for projects such as parks and other recreational facilities, airports, highways, hospitals, schools, land subdivisions, and commercial, industrial, and residential sites.",88000,79660,51990,62650,101580,132250,19580.0,19.0,2.782,1.3690116658292109,35.0,2.0048076923076925,1.6535706942020905,52.0,3.645853658536585,1.1818438467279766,41.0
17-1021,17-1021.00,Cartographers and Photogrammetrists,"Research, study, and prepare maps and other spatial data in digital or graphic form for one or more purposes, such as legal, social, political, educational, and design purposes. May work with Geographic Information Systems (GIS). May design and evaluate algorithms, data structures, and user interfaces for GIS and mapping systems. May collect, analyze, and interpret geographic information provided by geodetic surveys, aerial photographs, and satellite data.",82860,78380,50500,62860,99650,121440,12790.0,14.0,2.1917142857142857,1.1740966132064503,35.0,2.0190384615384613,1.5408518901929913,52.0,3.284878048780488,1.24098775568339,41.0
17-1022,17-1022.00,Surveyors,"Make exact measurements and determine property boundaries. Provide data relevant to the shape, contour, gravitation, location, elevation, or dimension of land or land features on or near the earth's surface for engineering, mapmaking, mining, land evaluation, construction, and other purposes.",76730,72740,43680,53590,94550,116330,53080.0,40.0,2.784,1.0797750705117017,70.0,2.6279807692307693,1.2333838368273577,104.0,4.139634146341463,0.8678118432948713,82.0
17-1022,17-1022.01,Geodetic Surveyors,"Measure large areas of the Earth's surface using satellite observations, global navigation satellite systems (GNSS), light detection and ranging (LIDAR), or related sources.",76730,72740,43680,53590,94550,116330,53080.0,40.0,2.784,1.0797750705117017,70.0,2.6279807692307693,1.2333838368273577,104.0,4.139634146341463,0.8678118432948713,82.0
17-2011,17-2011.00,Aerospace Engineers,"Perform engineering duties in designing, constructing, and testing aircraft, missiles, and spacecraft. May conduct basic and applied research to evaluate adaptability of materials and equipment to aircraft design and manufacture. May recommend improvements in testing equipment and techniques.",141180,134830,85350,104740,174480,205850,68440.0,16.0,3.0965714285714285,1.5252848198000943,35.0,2.0111538461538463,1.8983198493344247,52.0,3.8675609756097558,1.495089931221204,41.0
17-2021,17-2021.00,Agricultural Engineers,"Apply knowledge of engineering technology and biological science to agricultural problems concerned with power and machinery, electrification, structures, soil and water conservation, and processing of agricultural products.",84240,84630,43020,49930,103940,132700,1680.0,14.0,3.0422857142857143,1.013334872105569,35.0,2.3371153846153847,1.4615561630665752,52.0,4.587804878048781,0.9666760372408166,41.0
17-2031,17-2031.00,Bioengineers and Biomedical Engineers,"Apply knowledge of engineering, biology, chemistry, computer science, and biomechanical principles to the design, development, and evaluation of biological, agricultural, and health systems and products, such as artificial organs, prostheses, instrumentation, medical information systems, and health management and care delivery systems.",115020,106950,71860,86630,133570,165060,21860.0,30.0,3.5634285714285716,0.8153560855347114,35.0,2.209230769230769,1.7949054769517963,52.0,4.249268292682927,1.1440266392088572,41.0
17-2041,17-2041.00,Chemical Engineers,"Design chemical plant equipment and devise processes for manufacturing chemicals and products, such as gasoline, synthetic rubber, plastics, detergents, cement, paper, and pulp, by applying principles and technology of chemistry, physics, and engineering.",128430,121860,78520,96040,152290,182150,20330.0,14.0,3.3534285714285716,1.3065489857256942,35.0,2.1415384615384614,1.890290344557417,52.0,3.934390243902439,1.1903592919377068,41.0
17-2051,17-2051.00,Civil Engineers,"Perform engineering duties in planning, designing, and overseeing construction and maintenance of building structures and facilities, such as roads, railroads, airports, bridges, harbors, channels, dams, irrigation projects, pipelines, power plants, and water and sewage systems.",107050,99590,65920,78790,128290,160990,355410.0,70.0,3.111619047619048,1.3089985336783847,105.0,2.083910256410256,1.8600980111942933,156.0,3.9608130081300814,1.271400153371603,123.0
17-2051,17-2051.01,Transportation Engineers,"Develop plans for surface transportation projects, according to established engineering standards and state or federal construction policy. Prepare designs, specifications, or estimates for transportation facilities. Plan modifications of existing streets, highways, or freeways to improve traffic flow.",107050,99590,65920,78790,128290,160990,355410.0,70.0,3.111619047619048,1.3089985336783847,105.0,2.083910256410256,1.8600980111942933,156.0,3.9608130081300814,1.271400153371603,123.0
17-2051,17-2051.02,Water/Wastewater Engineers,"Design or oversee projects involving provision of potable water, disposal of wastewater and sewage, or prevention of flood-related damage. Prepare environmental documentation for water resources, regulatory program compliance, data management and analysis, and field work. Perform hydraulic modeling and pipeline design.",107050,99590,65920,78790,128290,160990,355410.0,70.0,3.111619047619048,1.3089985336783847,105.0,2.083910256410256,1.8600980111942933,156.0,3.9608130081300814,1.271400153371603,123.0
17-2061,17-2061.00,Computer Hardware Engineers,"Research, design, develop, or test computer or computer-related equipment for commercial, industrial, military, or scientific use. May supervise the manufacturing and installation of computer or computer-related equipment and components.",156770,155020,85430,115500,185380,223820,75710.0,18.0,3.0308571428571427,0.9290677535875962,35.0,1.9851923076923077,1.6789591668236712,52.0,4.244146341463415,1.3744525739540014,41.0
17-2071,17-2071.00,Electrical Engineers,"Research, design, develop, test, or supervise the manufacturing and installation of electrical equipment, components, or systems for commercial, industrial, military, or scientific use.",120980,111910,74670,87590,141630,175460,188790.0,22.0,2.9997142857142856,1.027943365670118,35.0,2.1071153846153847,1.6995505017486143,52.0,4.177317073170732,1.3394812883915996,41.0
17-2072,17-2072.00,"Electronics Engineers, Except Computer","Research, design, develop, or test electronic components and systems for commercial, industrial, military, or scientific use employing knowledge of electronic theory and materials properties. Design electronic circuits and components for use in fields such as telecommunications, aerospace guidance and propulsion control, acoustics, or instruments and controls.",132500,127590,79390,98920,164000,199060,93940.0,41.0,3.1715714285714283,0.6580221478019793,70.0,2.1546153846153846,1.531043760401991,104.0,3.799268292682927,1.1747075081055363,82.0
17-2072,17-2072.01,Radio Frequency Identification Device Specialists,Design and implement radio frequency identification device (RFID) systems used to track shipments or goods.,132500,127590,79390,98920,164000,199060,93940.0,41.0,3.1715714285714283,0.6580221478019793,70.0,2.1546153846153846,1.531043760401991,104.0,3.799268292682927,1.1747075081055363,82.0
17-2081,17-2081.00,Environmental Engineers,"Research, design, plan, or perform engineering duties in the prevention, control, and remediation of environmental hazards using various engineering disciplines. Work may include waste treatment, site remediation, or pollution control technology.",110570,104170,64950,80510,130830,161910,37950.0,29.0,2.8394285714285714,1.4401265117162096,35.0,1.9090384615384615,1.8567452649418177,52.0,4.423658536585366,1.0521068294084042,41.0
17-2111,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors","Promote worksite or product safety by applying knowledge of industrial processes, mechanics, chemistry, psychology, and industrial health and safety laws. Includes industrial product safety engineers.",113770,109660,62050,85400,136150,166670,23220.0,41.0,2.839571428571429,1.2289920881743022,70.0,2.115,1.5273817943235632,104.0,4.075975609756098,1.0833257660773854,82.0
17-2111,17-2111.02,Fire-Prevention and Protection Engineers,"Research causes of fires, determine fire protection methods, and design or recommend materials or equipment such as structural components or fire-detection equipment to assist organizations in safeguarding life and property against fire, explosion, and related hazards.",113770,109660,62050,85400,136150,166670,23220.0,41.0,2.839571428571429,1.2289920881743022,70.0,2.115,1.5273817943235632,104.0,4.075975609756098,1.0833257660773854,82.0
17-2112,17-2112.00,Industrial Engineers,"Design, develop, test, and evaluate integrated systems for managing industrial production processes, including human work factors, quality control, inventory control, logistics and material flow, cost analysis, and production coordination.",107900,101140,70000,81910,127480,157140,350230.0,91.0,3.101571428571429,1.2307032974572079,140.0,2.2184134615384616,1.637548799202516,208.0,3.8583536585365854,1.086113845414585,164.0
17-2112,17-2112.01,Human Factors Engineers and Ergonomists,"Design objects, facilities, and environments to optimize human well-being and overall system performance, applying theory, principles, and data regarding the relationship between humans and respective technology. Investigate and analyze characteristics of human behavior and performance as it relates to the use of technology.",107900,101140,70000,81910,127480,157140,350230.0,91.0,3.101571428571429,1.2307032974572079,140.0,2.2184134615384616,1.637548799202516,208.0,3.8583536585365854,1.086113845414585,164.0
17-2112,17-2112.02,Validation Engineers,"Design or plan protocols for equipment or processes to produce products meeting internal and external purity, safety, and quality requirements.",107900,101140,70000,81910,127480,157140,350230.0,91.0,3.101571428571429,1.2307032974572079,140.0,2.2184134615384616,1.637548799202516,208.0,3.8583536585365854,1.086113845414585,164.0
17-2112,17-2112.03,Manufacturing Engineers,"Design, integrate, or improve manufacturing systems or related processes. May work with commercial or industrial designers to refine product designs to increase producibility and decrease costs.",107900,101140,70000,81910,127480,157140,350230.0,91.0,3.101571428571429,1.2307032974572079,140.0,2.2184134615384616,1.637548799202516,208.0,3.8583536585365854,1.086113845414585,164.0
17-2121,17-2121.00,Marine Engineers and Naval Architects,"Design, develop, and evaluate the operation of marine vessels, ship machinery, and related equipment, such as power supply and propulsion systems.",116680,105670,79700,88480,133780,167660,8440.0,30.0,3.346,0.7898443629266836,35.0,2.79,1.247216508713641,52.0,3.979024390243902,0.7936239817383567,41.0
17-2131,17-2131.00,Materials Engineers,"Evaluate materials and develop machinery and processes to manufacture materials for use in products that must meet specialized design and performance specifications. Develop new uses for known materials. Includes those engineers working with composite materials or specializing in one type of material, such as graphite, metal and metal alloys, ceramics and glass, plastics and polymers, and naturally occurring materials. Includes metallurgists and metallurgical engineers, ceramic engineers, and welding engineers.",116380,108310,68040,85820,138370,172000,22770.0,21.0,3.1922857142857146,1.1199083095721454,35.0,2.2425,1.7257960652474347,52.0,4.4260975609756095,0.9413816389987124,41.0
17-2141,17-2141.00,Mechanical Engineers,"Perform engineering duties in planning and designing tools, engines, machines, and other mechanically functioning equipment. Oversee installation, operation, maintenance, and repair of equipment such as centralized heat, gas, water, and steam systems.",110080,102320,68740,81800,130290,161240,286760.0,79.0,3.29,0.9916032084845853,105.0,2.285705128205128,1.6836083033001688,156.0,3.913252032520325,1.1048414291200044,123.0
17-2141,17-2141.01,Fuel Cell Engineers,"Design, evaluate, modify, or construct fuel cell components or systems for transportation, stationary, or portable applications.",110080,102320,68740,81800,130290,161240,286760.0,79.0,3.29,0.9916032084845853,105.0,2.285705128205128,1.6836083033001688,156.0,3.913252032520325,1.1048414291200044,123.0
17-2141,17-2141.02,Automotive Engineers,"Develop new or improved designs for vehicle structural members, engines, transmissions, or other vehicle systems, using computer-assisted design technology. Direct building, modification, or testing of vehicle or components.",110080,102320,68740,81800,130290,161240,286760.0,79.0,3.29,0.9916032084845853,105.0,2.285705128205128,1.6836083033001688,156.0,3.913252032520325,1.1048414291200044,123.0
17-2151,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers","Conduct subsurface surveys to identify the characteristics of potential land or mining development sites. May specify the ground support systems, processes, and equipment for safe, economical, and environmentally sound extraction or underground construction activities. May inspect areas for unsafe geological conditions, equipment, and working conditions. May design, implement, and coordinate mine safety programs.",108940,101020,62500,81040,129860,163740,6770.0,18.0,3.342857142857143,1.2550757451446586,35.0,2.1732692307692307,1.855044760470328,52.0,3.8675609756097558,1.2441538901755778,41.0
17-2161,17-2161.00,Nuclear Engineers,"Conduct research on nuclear engineering projects or apply principles and theory of nuclear science to problems concerned with release, control, and use of nuclear energy and nuclear waste disposal.",134980,127520,88290,103010,157600,187430,14740.0,20.0,3.218,1.3061951930523026,35.0,2.0790384615384614,1.8468300978315282,52.0,4.214878048780488,1.210301867203426,41.0
17-2171,17-2171.00,Petroleum Engineers,Devise methods to improve oil and gas extraction and production and determine the need for new or modified tool designs. Oversee drilling and offer technical advice.,153560,141280,78840,107330,191100,228790,18970.0,23.0,3.011142857142857,1.2212476056417534,35.0,1.9226923076923077,1.736788918264489,52.0,3.798292682926829,1.4805487199667298,41.0
17-2199,17-2199.00,"Engineers, All Other",All engineers not listed separately.,121720,117750,62840,85750,152670,183510,150750.0,179.0,3.2154285714285717,1.0459996309055668,280.0,2.3288461538461536,1.6662245369696203,416.0,3.8846646341463416,1.0489936390512082,328.0
17-2199,17-2199.03,"Energy Engineers, Except Wind and Solar","Design, develop, or evaluate energy-related projects or programs to reduce energy costs or improve energy efficiency during the designing, building, or remodeling stages of construction. May specialize in electrical systems; heating, ventilation, and air-conditioning (HVAC) systems; green buildings; lighting; air quality; or energy procurement.",121720,117750,62840,85750,152670,183510,150750.0,179.0,3.2154285714285717,1.0459996309055668,280.0,2.3288461538461536,1.6662245369696203,416.0,3.8846646341463416,1.0489936390512082,328.0
17-2199,17-2199.05,Mechatronics Engineers,"Research, design, develop, or test automation, intelligent systems, smart devices, or industrial systems control.",121720,117750,62840,85750,152670,183510,150750.0,179.0,3.2154285714285717,1.0459996309055668,280.0,2.3288461538461536,1.6662245369696203,416.0,3.8846646341463416,1.0489936390512082,328.0
17-2199,17-2199.06,Microsystems Engineers,"Research, design, develop, or test microelectromechanical systems (MEMS) devices.",121720,117750,62840,85750,152670,183510,150750.0,179.0,3.2154285714285717,1.0459996309055668,280.0,2.3288461538461536,1.6662245369696203,416.0,3.8846646341463416,1.0489936390512082,328.0
17-2199,17-2199.07,Photonics Engineers,"Design technologies specializing in light information or light energy, such as laser or fiber optics technology.",121720,117750,62840,85750,152670,183510,150750.0,179.0,3.2154285714285717,1.0459996309055668,280.0,2.3288461538461536,1.6662245369696203,416.0,3.8846646341463416,1.0489936390512082,328.0
17-2199,17-2199.08,Robotics Engineers,"Research, design, develop, or test robotic applications.",121720,117750,62840,85750,152670,183510,150750.0,179.0,3.2154285714285717,1.0459996309055668,280.0,2.3288461538461536,1.6662245369696203,416.0,3.8846646341463416,1.0489936390512082,328.0
17-2199,17-2199.09,Nanosystems Engineers,"Design, develop, or supervise the production of materials, devices, or systems of unique molecular or macromolecular composition, applying principles of nanoscale physics and electrical, chemical, or biological engineering.",121720,117750,62840,85750,152670,183510,150750.0,179.0,3.2154285714285717,1.0459996309055668,280.0,2.3288461538461536,1.6662245369696203,416.0,3.8846646341463416,1.0489936390512082,328.0
17-2199,17-2199.10,Wind Energy Engineers,Design underground or overhead wind farm collector systems and prepare and develop site specifications.,121720,117750,62840,85750,152670,183510,150750.0,179.0,3.2154285714285717,1.0459996309055668,280.0,2.3288461538461536,1.6662245369696203,416.0,3.8846646341463416,1.0489936390512082,328.0
17-2199,17-2199.11,Solar Energy Systems Engineers,"Perform site-specific engineering analysis or evaluation of energy efficiency and solar projects involving residential, commercial, or industrial customers. Design solar domestic hot water and space heating systems for new and existing structures, applying knowledge of structural energy requirements, local climates, solar technology, and thermodynamics.",121720,117750,62840,85750,152670,183510,150750.0,179.0,3.2154285714285717,1.0459996309055668,280.0,2.3288461538461536,1.6662245369696203,416.0,3.8846646341463416,1.0489936390512082,328.0
17-3011,17-3011.00,Architectural and Civil Drafters,"Prepare detailed drawings of architectural and structural features of buildings or drawings and topographical relief maps used in civil engineering projects, such as highways, bridges, and public works. Use knowledge of building materials, engineering practices, and mathematics to complete drawings.",68860,64280,44040,52880,79510,98190,109550.0,28.0,2.503142857142857,1.0473461460185127,35.0,2.0803846153846157,1.3562245194692706,52.0,2.9982926829268295,1.3426818358029282,41.0
17-3012,17-3012.00,Electrical and Electronics Drafters,"Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment.",77960,73720,48680,58800,91780,110180,20020.0,30.0,2.407142857142857,1.043922386760544,35.0,1.9755769230769231,1.4100026609090988,52.0,2.783170731707317,1.2886163878835124,41.0
17-3013,17-3013.00,Mechanical Drafters,"Prepare detailed working diagrams of machinery and mechanical devices, including dimensions, fastening methods, and other engineering information.",74040,68510,46500,56470,85580,107600,39900.0,15.0,2.4214285714285713,1.1352225561980525,35.0,1.9473076923076924,1.5630439324733099,52.0,2.939512195121951,1.147189938980272,41.0
17-3019,17-3019.00,"Drafters, All Other",All drafters not listed separately.,66530,62010,42170,50970,77750,96620,16010.0,,,,,,,,,,
17-3021,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,"Operate, install, adjust, and maintain integrated computer/communications systems, consoles, simulators, and other data acquisition, test, and measurement instruments and equipment, which are used to launch, track, position, and evaluate air and space vehicles. May record and interpret test data.",86330,79830,53730,64570,102220,120440,9060.0,11.0,2.924857142857143,0.6463079371165354,35.0,2.3678846153846154,1.3598563022966534,52.0,3.5029268292682927,1.043854022127709,41.0
17-3022,17-3022.00,Civil Engineering Technologists and Technicians,"Apply theory and principles of civil engineering in planning, designing, and overseeing construction and maintenance of structures and facilities under the direction of engineering staff or physical scientists.",68450,64200,43550,51730,79550,97840,62130.0,14.0,2.368,1.148543322955596,35.0,2.0892307692307694,1.4513669637098732,52.0,3.0621951219512193,1.0969856703601966,41.0
17-3023,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,"Apply electrical and electronic theory and related knowledge, usually under the direction of engineering staff, to design, build, repair, adjust, and modify electrical components, circuitry, controls, and machinery for subsequent evaluation and use by engineering staff in making engineering design decisions.",78580,77180,48250,60610,94810,111790,92710.0,30.0,2.718571428571429,0.7129109459159136,35.0,2.331346153846154,1.2081245047612126,52.0,3.7043902439024388,0.851237477971006,41.0
17-3024,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,"Operate, test, maintain, or adjust unmanned, automated, servomechanical, or electromechanical equipment. May operate unmanned submarines, aircraft, or other equipment to observe or record visual information at sites such as oil rigs, crop fields, buildings, or for similar infrastructure, deep ocean exploration, or hazardous waste removal. May assist engineers in testing and designing robotics equipment.",75710,70760,47770,58570,87320,109580,14680.0,50.0,3.0814285714285714,0.7353443159091927,70.0,2.852115384615385,0.9841961611612348,104.0,3.6554878048780486,1.0488290383572025,82.0
17-3024,17-3024.01,Robotics Technicians,"Build, install, test, or maintain robotic equipment or related automated production systems.",75710,70760,47770,58570,87320,109580,14680.0,50.0,3.0814285714285714,0.7353443159091927,70.0,2.852115384615385,0.9841961611612348,104.0,3.6554878048780486,1.0488290383572025,82.0
17-3025,17-3025.00,Environmental Engineering Technologists and Technicians,"Apply theory and principles of environmental engineering to modify, test, and operate equipment and devices used in the prevention, control, and remediation of environmental problems, including waste treatment and site remediation, under the direction of engineering staff or scientists. May assist in the development of environmental remediation devices.",63070,58890,39670,48250,75290,92280,12500.0,26.0,2.9897142857142858,0.8128290671703217,35.0,2.6873076923076926,1.0353196255256114,52.0,3.091951219512195,0.7941008107041422,41.0
17-3026,17-3026.00,Industrial Engineering Technologists and Technicians,"Apply engineering theory and principles to problems of industrial layout or manufacturing production, usually under the direction of engineering staff. May perform time and motion studies on worker operations in a variety of industries for purposes such as establishing standard production rates or improving efficiency.",69780,64790,46370,53230,79040,97670,73410.0,55.0,2.951571428571429,0.9556917757239178,70.0,2.4951923076923075,1.2891172420030597,104.0,3.7750000000000004,0.9801288023192676,82.0
17-3026,17-3026.01,Nanotechnology Engineering Technologists and Technicians,"Implement production processes and operate commercial-scale production equipment to produce, test, or modify materials, devices, or systems of unique molecular or macromolecular composition. Operate advanced microscopy equipment to manipulate nanoscale objects. Work under the supervision of nanoengineering staff.",69780,64790,46370,53230,79040,97670,73410.0,55.0,2.951571428571429,0.9556917757239178,70.0,2.4951923076923075,1.2891172420030597,104.0,3.7750000000000004,0.9801288023192676,82.0
17-3027,17-3027.00,Mechanical Engineering Technologists and Technicians,"Apply theory and principles of mechanical engineering to modify, develop, test, or adjust machinery and equipment under direction of engineering staff or physical scientists.",72450,68730,46940,57330,82980,100890,37450.0,48.0,2.8754285714285714,0.6774797407833262,70.0,2.7194230769230767,0.9478486902752249,104.0,3.597560975609756,0.847199542101687,82.0
17-3027,17-3027.01,Automotive Engineering Technicians,"Assist engineers in determining the practicality of proposed product design changes and plan and carry out tests on experimental test devices or equipment for performance, durability, or efficiency.",72450,68730,46940,57330,82980,100890,37450.0,48.0,2.8754285714285714,0.6774797407833262,70.0,2.7194230769230767,0.9478486902752249,104.0,3.597560975609756,0.847199542101687,82.0
17-3028,17-3028.00,Calibration Technologists and Technicians,"Execute or adapt procedures and techniques for calibrating measurement devices, by applying knowledge of measurement science, mathematics, physics, chemistry, and electronics, sometimes under the direction of engineering staff. Determine measurement standard suitability for calibrating measurement devices. May perform preventive maintenance on equipment. May perform corrective actions to address identified calibration problems.",71080,65040,44730,52250,83600,105440,15320.0,15.0,,,,,,,,,
17-3029,17-3029.00,"Engineering Technologists and Technicians, Except Drafters, All Other","All engineering technologists and technicians, except drafters, not listed separately.",79740,77390,47010,59700,97760,114630,64410.0,40.0,2.7335714285714285,0.8252905254186284,70.0,2.5072115384615383,1.095293068668536,104.0,3.978048780487805,0.962769204327269,82.0
17-3029,17-3029.01,Non-Destructive Testing Specialists,"Test the safety of structures, vehicles, or vessels using x-ray, ultrasound, fiber optic or related equipment.",79740,77390,47010,59700,97760,114630,64410.0,40.0,2.7335714285714285,0.8252905254186284,70.0,2.5072115384615383,1.095293068668536,104.0,3.978048780487805,0.962769204327269,82.0
17-3029,17-3029.08,Photonics Technicians,"Build, install, test, or maintain optical or fiber optic equipment, such as lasers, lenses, or mirrors, using spectrometers, interferometers, or related equipment.",79740,77390,47010,59700,97760,114630,64410.0,40.0,2.7335714285714285,0.8252905254186284,70.0,2.5072115384615383,1.095293068668536,104.0,3.978048780487805,0.962769204327269,82.0
17-3031,17-3031.00,Surveying and Mapping Technicians,"Perform surveying and mapping duties, usually under the direction of an engineer, surveyor, cartographer, or photogrammetrist, to obtain data used for construction, mapmaking, boundary location, mining, or other purposes. May calculate mapmaking information and create maps from source data, such as surveying notes, aerial photography, satellite data, or other maps to show topographical features, political boundaries, and other features. May verify accuracy and completeness of maps.",56890,51940,36910,44180,65240,80870,56720.0,30.0,2.2245714285714286,1.094500538406185,35.0,2.341153846153846,0.8818266555151718,52.0,2.9278048780487804,0.8809781841655387,41.0
19-1011,19-1011.00,Animal Scientists,"Conduct research in the genetics, nutrition, reproduction, growth, and development of domestic farm animals.",104970,79120,48440,59610,128450,235750,2470.0,9.0,2.8351428571428574,1.3923939846190667,35.0,2.2940384615384612,1.589107851342251,52.0,4.374878048780488,1.2095848915045597,41.0
19-1012,19-1012.00,Food Scientists and Technologists,"Use chemistry, microbiology, engineering, and other sciences to study the principles underlying the processing and deterioration of foods; analyze food content to determine levels of vitamins, fat, sugar, and protein; discover new food sources; research ways to make processed foods safe, palatable, and healthful; and apply food science knowledge to determine best ways to process, package, preserve, store, and distribute food.",92190,85310,49580,65240,111700,141860,14370.0,13.0,2.846,1.3499023929855947,35.0,2.3811538461538464,1.5247663322700078,52.0,3.93780487804878,0.8917693429220417,41.0
19-1013,19-1013.00,Soil and Plant Scientists,"Conduct research in breeding, physiology, production, yield, and management of crops and agricultural plants or trees, shrubs, and nursery stock, their growth in soils, and control of pests; or study the chemical, physical, biological, and mineralogical composition of soils as they relate to plant or crop growth. May classify and map soils and investigate effects of alternative practices on soil and crop productivity.",83040,71410,45320,57950,98110,131440,16600.0,27.0,2.954,1.4595853561079277,35.0,2.518653846153846,1.4714952097570202,52.0,4.321219512195122,0.8605091374353653,41.0
19-1021,19-1021.00,Biochemists and Biophysicists,"Study the chemical composition or physical principles of living cells and organisms, their electrical and mechanical energy, and related phenomena. May conduct research to further understanding of the complex chemical combinations and reactions involved in metabolism, reproduction, growth, and heredity. May determine the effects of foods, drugs, serums, hormones, and other substances on tissues and vital processes of living organisms.",115570,103650,64890,78730,134460,168900,34520.0,24.0,3.3382857142857145,1.3428820755775852,35.0,2.4559615384615388,1.9401761185626223,52.0,4.698536585365853,1.2180323496845435,41.0
19-1022,19-1022.00,Microbiologists,"Investigate the growth, structure, development, and other characteristics of microscopic organisms, such as bacteria, algae, or fungi. Includes medical microbiologists who study the relationship between organisms and disease or the effects of antibiotics on microorganisms.",95200,87330,51220,63920,120750,150650,19760.0,14.0,3.039142857142857,1.378245627021309,35.0,2.5578846153846153,1.7324043549848391,52.0,3.9180487804878044,0.9541022469111872,41.0
19-1023,19-1023.00,Zoologists and Wildlife Biologists,"Study the origins, behavior, diseases, genetics, and life processes of animals and wildlife. May specialize in wildlife research and management. May collect and analyze biological data to determine the environmental effects of present and potential use of land and water habitats.",77920,72860,48240,58360,90590,113350,16920.0,14.0,2.7060000000000004,1.3562777782462947,35.0,2.599038461538462,1.1507239999156622,52.0,3.9600000000000004,0.9404599938328052,41.0
19-1029,19-1029.00,"Biological Scientists, All Other",All biological scientists not listed separately.,100440,93330,54500,67950,121350,159780,59710.0,88.0,2.979,1.4880832633159853,140.0,2.3375480769230768,1.813200188951477,208.0,4.040975609756098,1.2896602584493144,164.0
19-1029,19-1029.01,Bioinformatics Scientists,"Conduct research using bioinformatics theory and methods in areas such as pharmaceuticals, medical technology, biotechnology, computational biology, proteomics, computer information science, biology and medical informatics. May design databases and develop algorithms for processing and analyzing genomic information, or other biological information.",100440,93330,54500,67950,121350,159780,59710.0,88.0,2.979,1.4880832633159853,140.0,2.3375480769230768,1.813200188951477,208.0,4.040975609756098,1.2896602584493144,164.0
